181	38	77	64
133	146	39	42
153	140	25	42
56	22	36	246
192	46	56	66
205	22	86	47
221	52	23	64
89	23	111	137
50	51	171	88
268	29	21	42
189	77	27	67
19	76	63	202
40	190	63	67
136	164	20	40
197	70	16	77
42	241	23	54
181	95	33	51
134	126	51	49
80	26	184	70
136	24	125	75
81	99	81	99
155	25	139	41
126	28	117	89
153	122	52	33
148	61	76	75
149	78	92	41
95	131	32	102
213	87	20	40
140	81	84	55
88	94	40	138
74	222	22	42
73	78	109	100
218	25	34	83
248	26	52	34
226	32	68	34
39	245	34	42
136	62	95	67
213	83	25	39
78	192	25	65
44	125	106	85
120	60	120	60
102	78	102	78
255	25	44	36
209	80	36	35
162	92	20	86
234	30	62	34
119	127	15	99
124	56	124	56
134	46	134	46
149	31	149	31
129	61	23	147
136	32	130	62
251	38	26	45
115	47	117	81
230	52	28	50
50	163	116	31
99	145	60	56
107	105	31	117
23	129	111	97
129	87	101	43
252	19	38	51
174	51	61	74
24	15	176	145
269	23	32	36
52	22	54	232
135	45	135	45
230	33	42	55
31	82	96	151
54	25	243	38
94	86	94	86
249	30	48	33
43	93	86	138
45	33	21	261
76	79	108	97
104	177	18	61
185	112	16	47
79	104	89	88
111	123	57	69
234	38	45	43
186	101	34	39
240	58	20	42
238	32	28	62
129	135	52	44
45	49	150	116
258	33	26	43
106	106	48	100
28	243	25	64
234	20	75	31
80	100	80	100
116	70	61	113
198	87	37	38
88	183	31	58
71	109	71	109
221	23	57	59
106	16	142	96
113	67	113	67
37	173	36	114
75	213	20	52
150	124	19	67
62	118	62	118
242	29	22	67
145	18	146	51
124	15	109	112
62	118	62	118
153	50	126	31
131	76	31	122
261	37	28	34
226	53	30	51
130	163	27	40
60	173	20	107
119	61	119	61
91	89	91	89
75	40	203	42
166	27	88	79
197	23	68	72
266	27	35	32
102	130	52	76
92	88	92	88
109	166	23	62
174	56	96	34
169	33	96	62
118	181	25	36
43	247	34	36
235	60	29	36
200	90	18	52
250	48	30	32
23	107	103	127
199	39	35	87
253	22	43	42
70	99	149	42
67	159	47	87
252	27	36	45
252	47	20	41
270	25	22	43
82	24	118	136
47	156	108	49
231	32	23	74
166	17	103	74
265	32	19	44
144	36	144	36
182	64	75	39
157	101	64	38
52	75	106	127
74	74	173	39
91	203	22	44
259	30	41	30
51	72	174	63
257	40	18	45
249	28	36	47
56	193	30	81
159	125	34	42
222	53	29	56
155	121	49	35
114	100	92	54
137	43	137	43
171	97	31	61
23	146	18	173
186	94	35	45
38	137	146	39
210	46	31	73
96	189	17	58
166	57	104	33
194	56	61	49
211	16	23	110
261	37	18	44
89	91	89	91
208	80	20	52
208	41	68	43
265	15	19	61
88	147	50	75
44	17	38	261
142	91	45	82
237	41	23	59
177	103	31	49
125	55	125	55
102	180	33	45
256	36	18	50
118	53	18	171
35	117	18	190
139	71	120	30
221	20	46	73
206	77	46	31
88	92	88	92
260	15	50	35
65	168	33	94
94	174	55	37
211	86	28	35
248	17	65	30
35	179	35	111
100	17	143	100
76	104	76	104
148	79	25	108
52	153	97	58
249	47	16	48
94	110	67	89
65	163	35	97
198	56	15	91
188	29	32	111
195	62	45	58
80	100	80	100
86	108	114	52
41	181	47	91
144	141	44	31
250	48	24	38
55	175	26	104
90	101	94	75
269	21	30	40
38	256	29	37
185	40	102	33
102	78	102	78
131	49	131	49
234	18	73	35
79	101	79	101
61	130	58	111
221	27	47	65
155	34	87	84
202	89	23	46
68	112	68	112
227	70	16	47
66	114	66	114
61	119	61	119
264	16	23	57
59	54	151	96
92	53	49	166
85	149	67	59
137	83	68	72
208	29	57	66
52	126	34	148
117	63	117	63
79	128	77	76
84	133	62	81
264	34	25	37
147	21	90	102
114	88	48	110
213	22	34	91
129	161	29	41
174	108	41	37
198	58	37	67
171	112	33	44
245	32	36	47
255	31	27	47
79	16	110	155
104	76	104	76
204	50	34	72
186	105	18	51
65	129	130	36
88	92	88	92
252	31	42	35
112	121	23	104
141	147	35	37
127	53	127	53
149	30	121	60
126	54	126	54
220	54	30	56
119	99	52	90
50	178	39	93
76	66	39	179
125	55	125	55
240	40	32	48
234	27	40	59
80	22	225	33
262	35	18	45
184	92	41	43
244	51	33	32
207	88	16	49
195	36	30	99
214	65	35	46
153	116	25	66
69	111	69	111
170	31	62	97
166	112	47	35
88	121	48	103
117	30	46	167
95	85	95	85
203	73	37	47
136	159	35	30
138	42	138	42
257	30	19	54
126	127	20	87
175	117	24	44
186	40	64	70
179	51	81	49
73	115	142	30
267	25	20	48
237	15	36	72
234	24	22	80
16	133	174	37
137	43	137	43
262	25	25	48
43	120	132	65
143	16	134	67
19	96	209	36
155	56	44	105
241	34	44	41
42	87	134	97
129	22	52	157
138	37	71	114
127	141	33	59
246	42	21	51
85	41	179	55
32	230	46	52
231	48	20	61
197	92	33	38
255	29	45	31
195	94	16	55
134	46	134	46
141	39	141	39
101	183	46	30
226	68	20	46
42	240	46	32
16	186	125	33
55	76	29	200
185	24	47	104
80	58	149	73
50	153	56	101
76	73	130	81
41	71	77	171
31	253	15	61
201	75	53	31
179	43	103	35
97	76	70	117
186	23	73	78
149	100	55	56
167	47	79	67
67	185	73	35
261	38	21	40
220	73	17	50
205	29	76	50
70	44	150	96
148	32	148	32
97	201	28	34
114	27	46	173
139	93	15	113
35	106	130	89
48	56	170	86
249	17	28	66
16	195	22	127
203	77	25	55
105	169	54	32
104	76	104	76
205	88	18	49
112	130	45	73
219	44	47	50
270	26	23	41
223	69	16	52
88	92	88	92
85	171	28	76
77	103	77	103
137	79	74	70
82	204	43	31
183	50	53	74
116	64	116	64
196	24	16	124
241	17	58	44
247	18	33	62
50	102	103	105
61	58	32	209
261	17	37	45
128	52	128	52
190	31	106	33
199	77	26	58
122	18	133	87
108	72	108	72
100	193	21	46
226	38	51	45
261	19	40	40
103	144	37	76
51	174	38	97
259	36	23	42
257	24	28	51
134	153	21	52
160	112	53	35
77	103	77	103
49	184	88	39
74	106	74	106
221	78	20	41
135	161	17	47
192	106	22	40
181	91	53	35
242	28	32	58
118	100	94	48
22	168	79	91
26	136	162	36
61	100	46	153
62	118	62	118
95	178	53	34
195	99	32	34
107	34	112	107
233	63	33	31
72	224	33	31
93	140	19	108
88	15	182	75
119	61	119	61
187	56	61	56
227	57	38	38
243	23	44	50
100	80	100	80
149	151	19	41
264	35	17	44
111	121	44	84
244	18	24	74
125	91	79	65
78	220	32	30
265	18	38	39
86	94	86	94
255	41	17	47
195	105	21	39
133	47	133	47
250	20	42	48
21	259	38	42
49	170	80	61
227	71	25	37
121	88	80	71
153	67	18	122
265	32	15	48
65	30	49	216
94	86	94	86
210	28	55	67
206	90	15	49
74	73	15	198
77	35	83	165
153	36	47	124
105	189	31	35
47	243	28	42
241	24	42	53
202	86	26	46
73	188	33	66
265	15	44	36
178	15	67	100
114	63	54	129
141	156	27	36
250	45	30	35
37	117	67	139
98	82	98	82
213	66	40	41
258	16	40	46
115	146	35	64
66	114	66	114
266	31	28	35
231	35	26	68
145	30	64	121
124	83	101	52
32	60	119	149
156	128	31	45
233	17	38	72
64	64	21	211
147	128	32	53
150	36	32	142
77	222	30	31
68	112	68	112
15	84	63	198
223	41	48	48
81	126	112	41
58	88	32	182
151	67	91	51
270	18	33	39
119	35	97	109
51	116	53	140
35	250	45	30
187	34	32	107
110	153	51	46
173	23	72	92
166	134	16	44
120	60	120	60
183	52	38	87
19	206	49	86
65	170	24	101
34	157	106	63
16	182	84	78
179	44	89	48
250	18	54	38
168	88	38	66
128	52	128	52
33	117	94	116
260	25	16	59
71	109	71	109
130	36	127	67
132	48	132	48
93	87	93	87
219	41	34	66
108	158	27	67
255	37	27	41
70	57	18	215
238	23	49	50
207	37	54	62
268	17	44	31
52	201	37	70
68	154	88	50
144	90	37	89
86	119	77	78
133	47	133	47
229	32	45	54
105	129	38	88
111	60	149	40
75	105	75	105
110	160	39	51
63	221	40	36
169	58	95	38
121	95	90	54
103	77	103	77
127	142	31	60
29	177	50	104
175	52	36	97
215	37	48	60
88	92	88	92
214	28	65	53
117	100	46	97
175	19	89	77
54	76	129	101
132	48	132	48
241	19	26	74
59	162	86	53
211	86	20	43
85	75	89	111
160	68	82	50
137	43	137	43
110	181	16	53
83	102	62	113
26	60	63	211
55	112	156	37
120	44	29	167
160	76	68	56
184	39	62	75
266	15	40	39
205	92	18	45
121	162	21	56
117	104	84	55
102	78	102	78
200	41	51	68
79	101	79	101
150	30	150	30
146	34	146	34
153	65	23	119
21	222	65	52
266	18	32	44
248	37	17	58
205	63	61	31
116	38	40	166
201	61	45	53
102	159	26	73
96	84	96	84
193	33	53	81
74	180	23	83
222	58	22	58
213	33	69	45
224	31	17	88
230	18	18	94
122	161	17	60
151	130	36	43
131	43	50	136
222	64	20	54
61	111	82	106
92	88	92	88
108	113	43	96
119	86	67	88
254	19	40	47
122	176	30	32
242	32	47	39
143	87	46	84
52	238	29	41
223	77	23	37
267	21	26	46
40	241	18	61
159	35	70	96
83	68	71	138
80	87	139	54
150	109	58	43
98	45	121	96
139	75	39	107
119	73	122	46
117	63	117	63
60	140	62	98
113	67	113	67
35	50	62	213
217	19	89	35
150	133	21	56
98	163	23	76
204	41	78	37
108	72	108	72
98	93	128	41
216	15	55	74
120	60	120	60
50	100	102	108
236	45	31	48
252	40	15	53
227	42	39	52
126	148	40	46
147	33	147	33
177	112	35	36
19	278	18	45
105	138	32	85
201	68	27	64
231	33	46	50
95	78	116	71
124	56	124	56
48	28	193	91
105	23	51	181
75	105	75	105
227	63	15	55
152	37	32	139
143	26	142	49
104	76	104	76
177	27	96	60
57	158	29	116
29	173	58	100
63	72	23	202
138	123	48	51
124	121	67	48
17	255	25	63
56	127	36	141
210	50	35	65
178	61	18	103
18	239	29	74
253	43	21	43
216	84	19	41
152	75	79	54
106	61	98	95
140	52	60	108
148	84	67	61
45	100	139	76
123	123	30	84
121	90	113	36
187	66	30	77
87	119	56	98
111	69	111	69
207	49	32	72
138	156	24	42
18	75	197	70
34	111	125	90
56	144	89	71
167	56	90	47
23	169	49	119
166	76	30	88
157	108	54	41
160	17	35	148
232	36	62	30
187	47	74	52
191	26	47	96
47	218	46	49
185	76	46	53
26	167	19	148
100	80	100	80
224	68	32	36
136	29	25	170
104	35	143	78
158	33	21	148
61	238	18	43
130	28	152	50
120	60	120	60
153	101	66	40
126	54	126	54
97	88	117	58
139	38	95	88
139	105	34	82
182	87	23	68
197	90	21	52
240	23	39	58
130	50	130	50
177	112	24	47
70	164	88	38
249	15	36	60
124	20	63	153
130	50	130	50
261	20	22	57
226	54	18	62
95	85	95	85
168	38	75	79
215	76	32	37
158	81	50	71
64	133	100	63
179	48	39	94
148	133	34	45
77	57	170	56
120	60	120	60
213	35	78	34
121	23	129	87
74	16	120	150
180	95	36	49
187	72	17	84
93	61	146	60
76	74	91	119
82	198	29	51
261	26	25	48
93	87	93	87
53	242	23	42
41	44	41	234
215	56	55	34
47	37	42	234
107	73	107	73
58	16	75	211
176	40	57	87
23	221	35	81
26	120	44	170
148	103	76	33
59	109	121	71
245	46	20	49
265	20	33	42
205	77	39	39
116	118	47	79
190	95	28	47
255	21	29	55
180	92	52	36
111	29	37	183
232	27	43	58
248	17	32	63
35	215	79	31
66	25	232	37
117	63	117	63
75	57	184	44
120	54	105	81
211	79	23	47
221	48	56	35
39	60	82	179
95	143	63	59
91	89	91	89
188	96	38	38
204	44	75	37
220	20	67	53
31	254	15	60
161	101	33	65
40	110	38	172
76	104	76	104
76	177	72	35
174	47	55	84
227	45	22	66
250	27	33	50
169	37	114	40
42	238	16	64
232	30	40	58
130	18	66	146
108	72	108	72
143	46	63	108
63	117	63	117
116	96	31	117
227	28	37	68
248	22	22	68
186	22	61	91
157	127	16	60
119	101	50	90
100	163	22	75
30	236	44	50
161	113	44	42
29	181	75	75
146	29	39	146
186	30	28	116
213	54	61	32
151	73	70	66
246	44	18	52
167	58	68	67
19	63	69	209
80	205	28	47
170	98	38	54
23	167	109	61
77	47	133	103
178	31	93	58
185	85	53	37
87	35	21	217
174	61	92	33
148	32	148	32
164	124	35	37
24	256	27	53
70	132	116	42
78	115	22	145
163	101	24	72
26	54	104	176
157	129	35	39
169	38	26	127
117	63	117	63
101	79	101	79
150	126	36	48
112	83	113	52
126	141	40	53
45	171	101	43
219	59	21	61
29	146	132	53
131	123	31	75
100	40	110	110
66	124	15	155
103	77	103	77
125	163	24	48
162	131	24	43
140	102	19	99
218	24	34	84
125	173	15	47
124	108	96	32
139	18	136	67
192	49	52	67
173	77	32	78
207	82	32	39
148	25	120	67
240	25	62	33
36	38	248	38
209	42	46	63
61	204	15	80
172	67	21	100
97	83	97	83
114	22	47	177
126	72	49	113
224	51	27	58
126	41	134	59
82	89	96	93
156	122	28	54
103	77	103	77
234	60	25	41
49	198	46	67
27	176	17	140
146	111	33	70
194	55	51	60
151	133	35	41
85	93	32	150
86	94	86	94
207	56	52	45
86	153	90	31
102	169	36	53
263	23	31	43
198	93	36	33
158	87	36	79
75	101	63	121
121	137	37	65
79	19	166	96
55	126	108	71
73	107	73	107
190	99	25	46
40	200	15	105
257	28	26	49
103	138	25	94
155	132	39	34
79	101	79	101
186	101	25	48
49	161	100	50
214	70	35	41
69	105	152	34
156	17	147	40
234	23	26	77
44	44	181	91
229	18	60	53
66	58	181	55
210	76	23	51
184	30	42	104
24	119	21	196
73	185	23	79
164	52	39	105
239	41	46	34
82	148	35	95
242	37	24	57
65	115	65	115
224	34	19	83
143	77	108	32
136	85	63	76
154	93	49	64
95	85	95	85
155	106	19	80
120	18	146	76
246	38	42	34
21	60	215	64
19	230	50	61
250	42	36	32
66	114	66	114
188	37	99	36
136	44	136	44
57	50	44	209
159	15	70	116
208	62	54	36
97	83	97	83
174	90	42	54
67	114	70	109
197	81	37	45
266	34	27	33
25	267	25	43
236	58	28	38
127	123	80	30
171	89	66	34
263	29	36	32
18	143	25	174
229	20	71	40
238	51	19	52
34	260	28	38
130	50	130	50
48	123	60	129
122	57	66	115
267	27	29	37
119	61	119	61
147	33	147	33
111	69	111	69
176	30	122	32
45	55	125	135
116	104	27	113
104	133	20	103
40	67	215	38
39	156	57	108
22	126	106	106
15	204	60	81
64	116	64	116
19	76	233	32
252	21	53	34
45	212	27	76
130	126	20	84
53	137	71	99
57	23	169	111
40	239	23	58
19	90	66	185
93	87	93	87
251	31	30	48
250	34	23	53
210	72	32	46
41	64	114	141
120	100	107	33
265	33	19	43
188	80	62	30
25	123	175	37
63	190	62	45
81	99	81	99
46	182	23	109
63	170	78	49
196	104	20	40
198	89	40	33
242	18	55	45
140	120	16	84
85	130	63	82
56	144	119	41
252	18	23	67
195	77	24	64
206	81	29	44
112	68	112	68
134	79	48	99
177	92	43	48
145	87	53	75
61	213	52	34
260	26	36	38
221	54	20	65
155	26	121	58
209	66	39	46
62	30	38	230
267	17	27	49
172	77	28	83
138	40	146	36
84	86	122	68
136	73	22	129
102	78	102	78
208	20	78	54
202	15	47	96
161	72	71	56
101	27	64	168
162	123	40	35
207	61	42	50
90	90	90	90
108	167	15	70
234	28	33	65
230	69	29	32
235	24	52	49
204	81	43	32
24	215	80	41
228	50	52	30
264	25	34	37
162	104	35	59
129	142	30	59
83	97	83	97
208	74	43	35
222	76	26	36
144	27	107	82
114	146	65	35
120	60	120	60
232	32	23	73
241	36	30	53
256	25	35	44
130	50	130	50
63	117	63	117
165	121	34	40
231	64	17	48
86	124	88	62
242	31	35	52
83	160	59	58
112	68	112	68
132	48	132	48
245	21	46	48
119	144	33	64
174	116	29	41
90	32	114	124
186	38	87	49
47	221	35	57
124	142	16	78
242	19	20	79
39	41	183	97
251	43	33	33
103	116	70	71
74	25	111	150
165	48	86	61
147	51	107	55
99	142	67	52
250	41	33	36
179	31	114	36
243	16	34	67
140	146	24	50
187	54	78	41
125	55	125	55
150	70	106	34
79	57	127	97
131	45	45	139
78	140	60	82
212	51	55	42
238	22	16	84
191	29	64	76
88	55	48	169
106	169	34	51
59	205	33	63
42	175	16	127
230	62	37	31
216	57	37	50
69	17	47	227
57	155	22	126
79	72	107	102
112	68	112	68
148	24	154	34
68	149	85	58
100	48	18	194
130	50	130	50
113	98	101	48
57	17	173	113
88	84	122	66
110	139	55	56
243	17	15	85
246	26	34	54
179	93	37	51
112	79	72	97
176	23	96	65
58	230	30	42
123	114	33	90
267	19	44	30
229	19	31	81
210	33	20	97
121	166	25	48
67	197	26	70
97	155	55	53
54	106	147	53
179	35	40	106
208	92	23	37
46	164	50	100
93	77	110	80
19	232	34	75
98	159	40	63
124	69	27	140
50	168	17	125
227	47	44	42
19	158	153	30
30	236	39	55
99	81	99	81
78	102	78	102
32	105	177	46
217	30	57	56
265	35	25	35
196	96	18	50
18	182	67	93
148	15	43	154
116	178	23	43
55	33	178	94
263	22	37	38
176	120	33	31
259	22	26	53
167	125	37	31
101	105	42	112
128	117	67	48
59	148	39	114
209	51	24	76
160	100	67	33
191	47	63	59
236	16	26	82
125	55	125	55
201	78	25	56
235	45	38	42
74	106	74	106
27	154	139	40
47	224	38	51
130	125	53	52
212	57	16	75
90	26	179	65
268	31	16	45
208	54	19	79
145	138	19	58
212	37	28	83
227	53	18	62
80	84	125	71
75	224	21	40
154	102	34	70
127	53	127	53
201	69	28	62
30	74	87	169
97	83	97	83
146	34	146	34
83	123	59	95
132	48	132	48
147	33	147	33
51	49	208	52
145	60	17	138
125	57	91	87
107	104	110	39
20	214	60	66
201	53	46	60
239	54	17	50
253	18	43	46
83	151	58	68
194	55	73	38
98	182	35	45
85	54	72	149
72	188	69	31
70	24	159	107
263	18	31	48
88	183	38	51
120	60	120	60
179	57	33	91
127	107	59	67
69	66	72	153
98	104	121	37
98	34	131	97
105	75	105	75
129	113	39	79
226	53	39	42
187	23	37	113
45	227	25	63
32	192	20	116
180	69	52	59
269	18	36	37
214	17	57	72
25	176	79	80
17	51	219	73
269	16	21	54
180	23	93	64
238	28	17	77
256	23	40	41
134	44	67	115
168	50	69	73
120	60	120	60
119	122	69	50
70	110	70	110
164	60	44	92
214	66	28	52
42	171	96	51
225	38	39	58
71	45	114	130
78	27	159	96
15	127	43	175
74	106	74	106
150	144	27	39
100	66	72	122
99	100	105	56
147	104	60	49
111	165	40	44
207	57	66	30
160	39	33	128
20	110	109	121
172	46	88	54
252	19	42	47
188	68	35	69
205	62	61	32
267	31	23	39
52	151	64	93
200	98	30	32
40	15	176	129
89	148	25	98
40	235	37	48
117	47	23	173
115	130	37	78
258	26	39	37
122	140	46	52
63	142	91	64
30	220	78	32
156	85	40	79
154	120	32	54
66	39	145	110
108	157	16	79
24	203	61	72
240	57	28	35
207	88	34	31
61	159	17	123
270	22	27	41
159	85	43	73
24	107	129	100
86	94	86	94
86	94	86	94
77	103	77	103
162	84	61	53
57	172	61	70
116	136	57	51
228	28	53	51
152	30	145	33
248	16	47	49
197	41	79	43
116	105	55	84
267	20	16	57
240	40	42	38
128	104	66	62
166	70	20	104
85	126	57	92
54	99	69	138
55	40	203	62
59	26	142	133
41	136	122	61
41	177	31	111
270	28	17	45
227	30	45	58
160	139	18	43
57	20	76	207
239	49	28	44
249	31	24	56
202	42	31	85
146	34	146	34
59	122	72	107
218	52	39	51
219	57	19	65
228	55	27	50
88	111	25	136
138	69	112	41
81	99	81	99
122	176	16	46
229	32	34	65
77	106	78	99
249	29	16	66
164	18	123	55
190	29	22	119
140	154	16	50
250	16	27	67
25	139	24	172
134	78	73	75
237	54	36	33
182	18	26	134
20	45	134	161
101	22	41	196
82	98	82	98
67	90	68	135
226	66	27	41
86	51	93	130
257	28	20	55
235	59	23	43
144	36	144	36
45	55	55	205
68	135	76	81
63	24	90	183
90	176	20	74
255	15	21	69
57	181	82	40
157	45	83	75
27	214	65	54
162	118	43	37
104	93	29	134
68	112	68	112
183	66	57	54
112	38	44	166
168	132	17	43
125	49	114	72
130	85	80	65
120	67	23	150
137	43	137	43
191	16	117	36
251	17	28	64
142	38	71	109
42	16	107	195
60	158	71	71
108	187	26	39
270	27	24	39
37	174	23	126
30	132	89	109
161	88	41	70
40	223	46	51
129	51	129	51
198	29	94	39
138	140	42	40
172	82	18	88
216	21	72	51
261	34	16	49
216	54	39	51
103	44	125	88
85	209	36	30
68	112	68	112
137	118	39	66
81	183	60	36
63	42	101	154
120	180	18	42
80	209	17	54
161	101	39	59
69	111	69	111
228	32	25	75
44	250	23	43
261	29	18	52
194	64	53	49
62	118	62	118
189	95	17	59
110	119	51	80
125	55	125	55
49	207	41	63
107	125	19	109
70	139	22	129
141	111	41	67
50	135	107	68
144	146	34	36
220	18	85	37
146	66	38	110
124	56	124	56
150	109	23	78
63	114	115	68
67	113	67	113
264	32	25	39
209	91	21	39
101	139	70	50
145	140	17	58
270	20	22	48
44	72	26	218
173	109	22	56
258	25	42	35
190	93	18	59
254	45	16	45
77	108	44	131
36	20	137	167
148	32	148	32
198	64	37	61
206	87	18	49
150	121	50	39
266	27	34	33
53	80	63	164
50	172	53	85
65	211	28	56
141	46	54	119
183	72	31	74
128	52	128	52
