2,3056	0,0278	21
2,2889	-0,0722	42
2,2389	-0,8611	41
1,1944	-1,2278	67
-1,1389	-2,9222	50
-1,1833	-4,4889	59
-2,0611	-4,9111	39
-2,2222	-5,2500	30
-2,7556	-5,2611	29
-2,3167	-2,3167	339
-3,8667	-3,8667	323
-4,9333	-7,8111	350
-1,2778	-1,2778	342
-4,4889	-4,4889	331
-4,5556	-7,3444	348
-5,0944	-5,0944	348
-5,1389	-5,1389	338
-6,2056	-10,3889	339
-6,0444	-6,0444	9
-5,1389	-8,7667	350
-2,8833	-2,8833	0
-1,2056	-1,2056	27
0,0500	0,0500	14
1,2111	-1,6833	348
2,2500	-0,3056	356
2,2944	0,0278	356
2,2944	0,0722	6
1,2500	-0,8833	36
-0,0722	-0,0722	34
-1,1556	-1,1556	8
-1,2222	-3,9056	310
-1,2222	-1,2222	225
-0,6889	-0,6889	312
-1,1111	-1,1111	302
-1,2778	-3,4444	261
-1,2056	-1,2056	310
-2,8722	-2,8722	272
-1,1556	-1,1556	298
-1,1556	-1,1556	290
-1,5778	-1,5778	323
-1,1556	-1,1556	326
-1,1778	-2,9167	301
-1,2111	-1,2111	307
-1,1778	-1,1778	310
-1,1056	-1,1056	329
0,0167	0,0167	309
1,1889	1,1889	315
2,2500	2,2500	311
2,7611	2,7611	315
2,9278	0,7722	301
2,8778	2,8778	320
1,3389	1,3389	288
0,0500	-1,5278	272
-1,0389	-1,0389	263
-1,2889	-1,2889	270
-1,5000	-1,5000	283
-1,7500	-1,7500	290
-2,3222	-2,3222	282
-2,8167	-2,8167	271
-2,8889	-2,8889	279
-1,4500	-3,1667	169
-4,0000	-4,0000	263
-4,5056	-4,5056	244
-4,7611	-4,7611	245
-3,9389	-3,9389	254
-2,9167	-2,9167	192
-2,9056	-2,9056	239
-2,4944	-2,4944	204
-2,3778	-2,3778	234
-1,0778	-1,0778	214
-1,0167	-1,0167	186
0,1389	-1,3667	197
1,0667	-1,7500	191
1,2056	-1,6556	170
1,2056	-1,6556	189
0,1611	-1,4556	182
-0,4611	-0,4611	160
-0,0222	-0,0222	170
-0,0667	-0,0667	166
-1,0389	-4,3667	160
-0,5556	-2,7111	160
-0,9722	-3,1889	158
-1,0611	-1,0611	171
-1,5722	-1,5722	152
-0,5556	-0,5556	39
-1,5722	-1,5722	122
-1,0611	-1,0611	152
-0,9889	-3,1167	139
-1,1111	-1,1111	144
-1,0611	-1,0611	161
-1,0889	-4,2667	150
-1,0611	-1,0611	150
-1,0389	-1,0389	170
0,0389	-2,4333	185
0,0722	0,0722	187
0,1389	-2,8056	198
1,1722	-1,1611	193
1,1833	-1,2000	187
1,1833	1,1833	179
0,1889	0,1889	185
-0,0944	-0,0944	144
-0,0722	-0,0722	177
-0,0389	-0,0389	187
-0,0944	-0,0944	270
-0,5778	-0,5778	80
-0,6111	-0,6111	321
-0,5778	-4,3056	40
-0,5778	-0,5778	8
-0,6778	-2,6833	321
-0,5778	-0,5778	10
-0,5778	-2,9000	12
-1,0389	-3,3944	3
-1,0833	-1,0833	1
-1,0833	-3,8611	59
-1,0556	-1,0556	332
-1,1056	-3,9000	320
-1,0833	-3,8667	330
-0,8167	-0,8167	318
0,0500	-2,5889	329
0,0722	-2,5278	338
0,2500	-2,2944	325
0,0944	-2,6111	320
0,0944	-3,1111	320
0,1389	-2,5500	337
0,0500	-2,5833	319
0,0500	-1,5333	299
0,0222	-2,5444	307
-0,0222	-3,1833	327
-0,0222	-2,2611	317
-0,0611	-0,0611	318
-0,0722	-2,3278	318
-0,1167	-2,3889	318
-3,6056	-5,8500	35
-0,6500	-2,8833	320
-0,6500	-2,8222	349
-0,6056	-0,6056	344
-0,6500	-0,6500	14
-0,6500	-0,6500	22
-0,1722	-0,1722	56
-0,1444	-3,2611	58
-0,1667	-2,7389	80
-0,1500	-2,9667	89
-0,1389	-2,8111	107
-0,0944	-2,7500	105
-0,0889	-2,4389	131
-0,1389	-3,1833	126
-0,1389	-3,2556	106
-0,1222	-2,6722	98
-0,1389	-2,8833	68
-1,1611	-4,0722	67
-2,1222	-5,4611	58
-2,1556	-5,2389	59
-2,1556	-4,7000	59
-3,2333	-5,8444	49
-3,7722	-6,6556	40
-4,3278	-7,3222	49
-3,6444	-6,0222	359
-4,8389	-7,8389	50
-5,3222	-8,2333	42
-5,1722	-7,6056	31
-4,8333	-6,9833	23
-3,8167	-7,1167	49
-4,1333	-7,3444	57
-2,8222	-2,8222	60
-2,7500	-5,8389	42
-2,3000	-6,3000	33
-2,1722	-6,1333	41
-2,1278	-6,3944	31
-2,0111	-5,8500	16
-2,1056	-5,6333	33
-2,1278	-6,0722	22
-2,1222	-5,9222	56
-2,2000	-2,2000	58
-2,7333	-4,6056	37
-2,6889	-2,6889	25
-2,7556	-2,7556	75
-2,7556	-5,3500	43
-3,2444	-7,2444	41
-3,2889	-5,9389	33
-3,2889	-5,6833	50
-4,1167	-4,1167	224
-3,2889	-3,2889	34
-3,3333	-3,3333	320
-3,3333	-3,3333	357
-2,8278	-2,8278	320
-3,8444	-3,8444	88
-3,8056	-3,8056	314
-3,7944	-3,7944	245
-3,7944	-3,7944	203
-3,7444	-3,7444	144
-3,7722	-3,7722	282
-2,7556	-2,7556	184
-3,7444	-3,7444	41
-2,7556	-2,7556	273
-3,7722	-3,7722	26
-3,7444	-3,7444	228
-3,7944	-3,7944	175
-3,7944	-3,7944	265
-3,7944	-3,7944	61
-3,7944	-3,7944	75
-3,7944	-3,7944	174
-3,8111	-3,8111	221
-3,8167	-3,8167	133
-4,3278	-4,3278	183
-2,1444	-6,9944	148
-4,3278	-4,3278	175
-4,3278	-7,2111	186
-4,3889	-6,8778	160
-4,9056	-8,4944	189
-4,9056	-9,0444	177
-4,8389	-9,0056	164
-4,9056	-9,5667	133
-3,8889	-7,4333	159
-3,9222	-8,7111	155
-3,8167	-8,9889	149
-3,8167	-8,9833	168
-3,7611	-8,5667	162
-2,7778	-8,3111	140
-3,7944	-9,2222	158
-3,7056	-9,0944	136
-3,8222	-9,5556	130
-3,7722	-9,5167	139
-3,6944	-9,0000	129
-3,7722	-8,9167	139
-3,2667	-7,5222	157
-3,1167	-7,9556	136
-2,7333	-7,6222	148
-2,2222	-7,5667	140
1,2278	-2,6444	277
-0,6000	-5,5111	150
0,4889	-4,6444	160
1,2389	-3,6056	160
2,1778	-2,5333	160
2,2222	-2,0500	171
2,8333	-1,6389	172
2,3167	-1,1222	173
2,8056	-1,8833	171
3,8167	0,6778	184
2,8278	-0,4667	222
2,8500	-0,6944	213
3,8556	1,5889	233
3,8889	2,7722	256
2,8444	1,5278	271
2,9056	1,5944	276
2,2667	0,0167	306
2,2444	-0,8000	326
1,7556	-1,2778	310
1,2056	-1,8167	288
0,6722	-1,4833	246
0,6667	-1,5778	235
0,1444	-3,3500	225
0,6944	-2,8556	244
-4,2111	-8,6167	295
2,2667	-2,4778	290
2,2222	-2,5278	300
1,6944	-3,5500	309
1,1111	-4,8500	310
1,0611	-4,7444	310
0,1389	-5,7833	320
-0,0500	-6,3556	320
-1,1111	-7,8444	321
-0,9778	-7,1778	322
-1,0667	-6,9167	321
-0,9722	-6,7556	320
-0,8722	-5,6389	321
-0,9944	-5,8222	320
-1,0167	-5,9056	319
-0,1389	-3,7222	313
-1,1111	-5,3389	310
-2,2222	-5,9389	292
-2,6444	-6,6500	290
-2,8278	-6,6389	292
-3,8667	-8,2222	290
-3,7722	-7,9833	305
-4,9333	-7,9556	278
-5,4444	-8,6167	281
-1,7333	-3,4556	146
-5,4889	-8,6000	288
-5,4833	-10,1167	308
-5,4444	-8,5667	296
-4,9500	-8,5944	299
-3,8889	-3,8889	306
-3,8389	-3,8389	341
-3,7944	-3,7944	54
-2,7556	-2,7556	193
-2,1000	-2,1000	192
-2,0444	-2,0444	209
-0,9556	-0,9556	176
0,0944	0,0944	182
0,1556	-2,4556	129
0,1333	-3,3833	129
-0,8167	-4,4444	131
-1,0444	-5,1611	139
-1,0667	-5,5278	149
-1,0278	-5,0944	139
-1,0889	-5,6000	129
-1,1111	-5,6000	130
-1,0444	-4,7389	147
-1,0889	-4,8944	138
-1,1111	-4,9056	129
0,3056	0,3056	3
-1,1556	-4,9167	139
-1,1778	-4,9056	137
-1,2167	-4,8222	156
-2,1944	-5,2889	150
-2,7278	-2,7278	10
-2,6389	-5,4278	172
-2,1500	-5,7611	213
-1,0833	-3,9500	260
0,1056	-1,6667	229
2,2000	-0,5944	261
3,8389	0,4278	271
4,9278	1,5500	287
6,1778	3,3167	299
6,2000	5,3444	300
3,3500	3,3500	198
1,3000	-1,1056	200
1,2556	-1,2833	182
0,2611	-1,4056	196
0,1444	-2,5778	211
0,1722	-3,3444	213
0,6444	-1,3833	225
0,5667	0,5667	234
0,5667	0,5667	234
-9,4833	-17,9444	9
0,5833	-1,7000	224
1,1833	-2,7611	223
1,1833	1,1833	225
2,1778	-1,2667	272
2,1500	-0,6556	282
2,0167	-0,3944	297
1,0889	-1,4611	292
1,1778	-3,0167	321
2,2056	-0,8389	344
1,1722	-2,7889	353
0,1278	-5,0722	12
-0,4778	-5,8333	46
-1,9889	-8,5833	21
-2,5889	-9,3667	48
-4,4167	-11,9000	29
-5,9833	-14,6444	31
-7,0444	-15,6944	31
-6,9667	-15,9722	29
-7,2056	-15,2556	12
-8,3167	-17,0722	12
-9,7167	-19,4778	12
-10,5167	-19,9611	21
-11,5333	-21,7167	12
-11,5833	-16,8722	7
-11,5556	-21,2556	11
-12,1111	-21,5556	11
-12,5500	-21,7500	2
-12,6444	-21,9222	2
-12,6667	-21,4000	11
-12,7333	-22,0944	19
-12,7111	-21,7778	20
-12,6889	-21,9778	40
-12,5778	-20,9667	47
-12,6389	-19,9278	32
-12,1056	-19,5056	12
-11,1222	-17,8222	19
-10,0444	-16,3167	30
-10,0000	-16,1389	23
-10,0444	-16,0000	14
-10,0222	-16,1167	31
-10,1167	-15,7389	20
-10,9500	-15,9056	2
-11,1389	-11,1389	0
-10,1889	-15,8167	20
-10,6278	-14,4667	7
-11,2111	-15,2222	10
-11,2333	-17,0778	1
-12,7000	-12,7000	329
-12,3167	-16,5889	19
-12,8056	-16,8000	39
-13,0167	-16,6167	62
-13,4000	-17,6944	23
-13,9333	-13,9333	39
-14,0333	-19,0056	38
-12,8889	-16,2944	51
-11,2056	-15,8278	115
-9,9889	-9,9889	149
-7,8722	-7,8722	222
-7,2444	-7,2444	238
-7,2278	-11,6389	154
-7,1278	-7,1278	169
-7,1722	-7,1722	135
-7,8056	-11,4722	199
-8,9389	-8,9389	42
-10,0722	-10,0722	293
-11,0611	-11,0611	325
-11,2222	-15,7722	341
-11,3111	-11,3111	321
-11,8667	-11,8667	26
-12,4000	-12,4000	341
-12,4222	-12,4222	350
-11,1000	-16,2056	108
-13,0000	-13,0000	323
-13,0000	-13,0000	320
-13,5778	-13,5778	272
-14,0667	-14,0667	342
-14,0889	-14,0889	330
-14,0222	-14,0222	130
-12,4944	-12,4944	110
-9,0222	-9,0222	0
-7,8500	-7,8500	226
-7,1722	-9,8056	211
-7,0833	-7,0833	278
-5,9278	-5,9278	241
-4,9500	-4,9500	186
-5,9944	-10,2222	152
-6,9389	-10,6500	154
-7,7333	-10,3444	139
-7,8222	-7,8222	137
-8,8722	-12,8000	137
-9,0000	-13,1778	131
-9,5056	-13,0222	130
-10,5556	-14,2222	122
-10,6500	-10,6500	128
-10,1833	-15,7111	110
-10,3722	-10,3722	56
-10,7389	-14,4944	109
-10,7389	-16,3222	109
-10,8722	-14,6278	110
-11,3222	-16,4722	98
-12,3167	-15,4333	106
-12,3778	-18,2000	116
-10,2056	-14,7000	107
-8,9111	-14,3444	107
-7,3000	-12,0500	116
-6,0444	-11,7222	101
-4,9111	-9,9611	108
-3,8444	-8,0222	89
-2,7833	-8,0167	80
-2,7833	-7,3444	72
-3,8778	-8,1944	87
-5,1444	-9,7333	87
-6,2278	-10,6222	88
-6,4167	-10,6833	87
-7,4500	-12,4722	80
-8,0556	-11,4944	88
-8,9444	-12,2167	81
-9,1667	-9,1667	38
-9,6278	-13,1833	68
-8,9278	-12,4167	34
-11,2056	-11,2056	68
-11,7389	-15,7111	48
-11,3167	-14,9778	76
-12,8056	-15,9833	23
-12,8500	-12,8500	60
-13,5444	-13,5444	76
-11,2500	-11,2500	91
-6,3889	-8,8500	107
-4,3333	-7,7889	100
-2,9389	-6,1389	79
-1,3000	-5,7389	138
-0,3667	-4,2944	124
-0,1611	-4,1389	126
-1,1833	-4,6667	126
-2,1222	-4,1778	120
-3,0167	-3,0167	86
-4,0500	-7,5056	98
-5,0889	-7,4111	24
-6,2278	-6,2278	64
-6,3444	-9,5500	56
-6,6611	-9,8778	27
-7,3611	-10,7056	21
-7,9167	-7,9167	42
-1,8833	-1,8833	36
-8,9833	-8,9833	359
-10,0056	-10,0056	9
-9,3889	-9,3889	46
-10,0500	-12,9222	29
-10,0500	-14,4944	31
-10,0722	-10,0722	42
-7,9833	-7,9833	30
-6,1611	-6,1611	157
-3,0889	-6,1500	98
-1,3000	-3,8056	218
-1,1833	-3,0000	70
-0,1000	-3,2111	48
-0,0278	-2,7833	61
-0,0056	-3,2278	80
0,1111	-2,9111	73
0,0222	0,0222	65
-0,0500	-0,0500	76
-0,0500	-0,0500	74
-1,1611	-3,3778	45
-0,6278	-0,6278	33
-0,5389	-2,6556	102
-0,6278	-2,8056	22
-0,6278	-0,6278	67
-0,4944	-3,9333	23
-0,6278	-2,9333	50
-0,6500	-2,8944	44
-0,6611	-0,6611	41
-0,7389	-0,7389	32
-1,3111	-4,2500	21
-2,1111	-5,0333	34
-1,3778	-4,6222	59
0,8889	-0,6833	40
2,6111	0,3667	59
3,7889	1,3389	68
3,8833	1,4333	51
5,1667	2,7611	32
4,9444	2,1167	38
4,9000	2,3500	47
3,1056	0,2444	20
1,1500	-2,2222	11
0,0167	-4,1500	39
-0,9167	-4,2278	29
-2,1500	-6,1556	29
-2,1722	-4,7667	12
-2,6333	-6,5500	20
-2,2611	-4,8000	1
-0,7333	-4,4111	20
-0,6056	-0,6056	230
-1,2889	-5,2000	30
-1,3111	-4,9556	10
-1,2611	-3,6056	27
-1,1778	-3,9167	18
-1,1556	-4,4611	29
-1,7222	-5,2889	28
-1,2000	-4,8278	38
-0,0667	-2,6444	17
0,0333	0,0333	351
1,0444	1,0444	23
1,1167	1,1167	289
1,1500	1,1500	285
1,1333	1,1333	20
1,1333	1,1333	41
1,1444	-1,0778	336
0,0944	0,0944	11
0,0944	0,0944	213
0,0611	0,0611	246
0,0722	-1,5222	222
0,0500	0,0500	225
-0,0167	-1,7444	232
-0,0667	-2,3278	232
-0,0667	-0,0667	281
-2,0056	-3,8556	335
-0,0222	-2,2722	241
-0,0222	-0,0222	259
-0,0056	-1,9667	243
-0,1389	-2,9167	233
-0,1833	-0,1833	253
-0,2278	-0,2278	253
-0,2111	-3,8500	300
-1,2278	-5,0611	291
-1,1444	-5,0667	288
-1,2056	-4,9611	310
-2,2222	-7,5500	330
-2,0500	-6,9500	338
-2,1778	-7,1778	320
-2,1778	-5,5611	294
-2,1000	-5,5500	323
-2,2000	-5,6389	324
-2,2667	-6,1611	343
-2,3056	-6,7444	332
-2,4000	-2,4000	340
-1,9333	-1,9333	330
-1,9222	-3,9889	329
-2,0778	-4,4556	320
-2,1444	-6,2000	320
-2,4667	-4,3222	199
-2,7444	-2,7444	90
-2,1889	-2,1889	287
-2,0389	-2,0389	229
-2,6722	-5,8000	250
-2,6056	-2,6056	260
-2,4333	-2,4333	269
-2,4722	-2,4722	217
-2,4056	-5,4611	219
-2,2333	-4,3056	208
-2,2611	-5,8167	219
-1,1722	-4,5444	190
-1,0722	-2,9111	213
-0,0333	-0,0333	189
-0,0333	-3,1722	201
-1,0222	-3,8944	219
-2,3111	-2,3111	125
-2,3111	-5,2556	140
-1,3778	-4,0389	221
-2,3833	-6,9667	210
-1,9222	-5,5889	189
-1,9000	-5,4667	208
-2,3833	-6,3500	210
-2,3833	-4,9333	240
-4,4667	-4,4667	316
-2,9167	-5,4889	201
-2,8944	-5,4056	201
-2,8778	-5,4556	213
-2,9167	-2,9167	253
-2,9389	-6,1389	281
-2,8889	-5,8500	259
-2,9389	-4,9389	273
-2,8944	-2,8944	202
-2,9389	-2,9389	277
-2,8944	-4,7667	288
-2,8722	-2,8722	280
-2,8000	-2,8000	252
-2,8444	-4,7667	273
-3,8389	-3,8389	300
-3,7500	-3,7500	298
-3,8389	-7,1056	338
-3,8889	-3,8889	313
-3,8556	-6,9278	310
-3,8889	-7,1556	300
-4,4000	-8,7056	290
-4,4222	-7,1833	317
-4,3500	-4,3500	323
-4,8611	-7,6556	281
-3,5000	-6,0944	359
-4,8611	-4,8611	301
-4,3500	-7,0611	299
-4,3611	-6,7722	16
-4,8833	-7,0111	310
-3,9111	-3,9111	210
-4,0222	-4,0222	249
-3,8611	-3,8611	192
-3,8611	-3,8611	234
-3,9278	-6,0222	277
-2,8222	-2,8222	269
-2,8222	-2,8222	285
-2,4056	-2,4056	278
-2,2444	-2,2444	19
-2,2444	-2,2444	21
-2,7889	-2,7889	236
-2,8000	-2,8000	346
-2,8000	-2,8000	270
-2,8500	-5,3111	347
-2,8222	-4,6944	346
-3,3333	-5,9222	355
-3,3889	-5,8389	339
-3,4000	-6,0611	6
-3,4000	-6,1889	3
-4,8556	-7,6667	308
-3,9111	-6,3667	294
-3,9111	-8,2222	293
-4,3778	-7,0500	295
-4,4222	-8,7500	299
-3,9333	-3,9333	300
-3,9722	-6,2500	317
-3,9333	-7,8056	310
-3,9556	-7,8056	347
-3,9222	-7,5889	325
-3,8833	-7,2000	300
-3,8389	-5,8667	297
-3,8111	-6,8889	331
-3,8167	-7,2944	300
-3,8167	-7,7222	291
-2,9222	-6,5389	292
-2,8000	-6,5111	301
-2,8222	-6,5500	310
-2,9444	-6,8778	319
-2,8444	-6,0556	289
-3,3556	-5,9944	290
-3,4611	-7,3222	298
-3,8889	-6,6944	298
-3,8889	-6,7000	306
-8,4778	-13,0889	6
-5,4667	-5,4667	290
-6,5333	-9,7278	70
-7,7000	-7,7000	347
-6,0222	-9,7278	322
-6,1222	-9,7611	342
-6,1056	-9,6056	355
-6,0722	-8,6778	54
-5,0056	-11,7889	41
-4,7222	-11,7333	41
-3,7722	-10,4722	32
-2,6667	-9,2667	21
-2,1167	-8,6333	10
-2,1333	-8,9944	30
-2,1611	-8,8278	20
-2,6833	-9,1833	19
-5,0111	-11,5778	19
-6,0722	-11,6833	20
-6,1167	-11,8444	19
-7,1056	-13,6111	21
-7,2222	-13,0000	22
-7,8056	-13,4778	18
-8,7722	-13,9889	11
-8,7722	-14,0278	2
-10,3056	-14,0333	335
-9,4444	-15,8667	359
-9,4444	-14,8111	359
-9,5722	-15,7111	8
-9,8611	-15,4222	21
-9,8333	-15,8222	20
-9,8833	-15,3444	10
-8,7500	-15,3556	21
-7,0833	-14,2778	31
-5,0500	-12,0500	20
-3,8889	-10,4333	2
-2,7778	-9,2611	11
-2,2778	-8,5222	2
-2,2222	-8,8000	20
-2,7556	-9,4611	10
-2,7444	-9,1056	17
-5,0778	-10,5000	351
-6,0667	-11,6389	351
-6,9833	-12,2722	353
-7,3167	-13,0889	350
-7,9389	-12,9722	350
-8,5778	-11,9611	348
-9,5389	-14,9278	339
-11,0833	-14,7556	331
-5,5778	-11,0056	182
-10,8056	-14,4444	340
-11,8222	-11,8222	331
-11,8556	-11,8556	286
-13,4167	-17,4556	317
-13,9278	-13,9278	201
-12,8889	-12,8889	218
-10,1722	-10,1722	192
-7,2611	-11,3111	193
-5,0444	-9,6333	221
-2,8000	-8,1278	220
-2,2000	-8,1222	212
-1,2000	-6,8056	201
-1,0889	-6,7278	220
-1,1333	-6,7778	220
-2,0722	-7,7778	213
-2,2000	-7,5611	211
-2,7333	-7,6111	201
-2,7722	-7,6333	200
-2,7556	-7,6444	200
-2,7556	-7,6944	192
-2,7889	-8,2167	190
-2,7556	-8,1944	201
-4,3333	-10,6833	191
-2,0000	-4,8889	172
-4,3556	-10,6889	191
-4,3278	-10,0667	200
-4,2778	-9,4000	194
-3,7944	-8,8611	211
-2,7778	-6,4500	201
-2,9000	-6,0500	203
-2,7333	-5,8333	190
-2,1556	-5,1611	181
-2,1167	-5,1111	180
0,0444	-2,6000	162
0,0000	-3,5222	170
-0,8667	-4,8500	174
-0,9944	-4,7444	159
0,0944	-3,4222	160
0,0944	-3,2389	171
0,0944	-3,0556	168
0,0722	-3,5111	149
-0,9056	-5,1389	150
-1,0389	-5,1944	149
-1,5500	-5,4722	159
-1,4667	-5,8944	149
-1,5278	-5,3944	129
-1,5778	-5,4389	148
-2,9611	-6,9000	150
-2,0833	-5,9944	130
-1,5778	-5,3833	118
-1,0500	-4,7056	146
-1,1167	-1,1167	8
-2,1333	-5,5056	29
-1,8722	-5,0833	326
-2,1333	-5,9222	349
-1,6444	-5,5833	330
-1,3556	-5,9278	330
-0,9944	-5,9167	329
0,0500	-3,8222	309
0,2278	-2,5500	327
2,2667	-1,1611	309
1,2444	-1,9889	318
0,3778	-2,8500	282
-0,9333	-3,7111	278
-1,0222	-4,3667	231
-1,1833	-3,8667	241
-2,1778	-6,1222	200
-1,6944	-5,5889	209
-1,9167	-4,3667	200
-2,7833	-5,3778	179
-2,7833	-5,3389	160
-1,2778	-3,2167	249
-2,8056	-6,8111	151
-2,7333	-6,6889	161
-2,7611	-2,7611	220
-2,7111	-2,7111	158
-2,2000	-2,2000	191
-2,7667	-2,7667	141
-2,6889	-5,6444	162
-2,5278	-6,0889	160
-2,0111	-2,0111	176
-0,8833	-3,7556	173
-0,9111	-2,5611	212
-0,3944	-0,3944	221
0,2222	0,2222	309
0,2444	0,2444	210
0,4833	0,4833	343
0,1778	0,1778	122
0,0444	0,0444	172
-0,0778	-0,0778	147
-1,0889	-1,0889	191
-1,0389	-3,3000	179
-1,5444	-3,6944	160
-1,5000	-3,8167	169
-1,5000	-3,8167	204
-4,2500	-4,2500	312
-0,9944	-0,9944	188
-1,5944	-1,5944	184
-1,8056	-1,8056	219
-2,1500	-2,1500	286
-2,1278	-4,0000	254
-2,4111	-4,2278	238
-1,0389	-3,9333	274
-0,0500	-3,0833	295
0,0278	-2,9611	307
0,0222	-4,2111	350
0,0222	-3,6389	359
0,2389	-3,8167	354
0,1167	-4,6000	338
1,1389	-3,3278	328
0,9889	-2,7167	323
-0,9722	-3,9167	327
-1,0167	-4,8167	309
-1,1333	-4,0833	301
-2,1278	-2,1278	246
-2,2222	-6,2222	263
-3,2278	-6,0278	282
-3,2889	-5,9889	314
-4,2611	-7,1889	310
-3,3944	-7,4667	298
-4,3500	-7,2444	334
-3,7944	-6,6833	338
-4,6611	-9,6556	328
-3,8167	-6,0056	313
-3,8167	-7,2778	270
-2,9222	-6,8167	265
-2,8222	-7,3944	270
-2,2000	-7,2611	280
-0,0944	-4,5444	297
0,1167	-4,7278	310
1,1833	-4,0111	319
1,2556	-2,9444	291
2,2667	-2,0889	301
1,2278	-3,3333	309
1,2167	-3,8278	300
1,0611	-3,9500	299
-0,0500	-3,9833	309
-0,1556	-3,5833	309
-1,1389	-5,0500	310
-0,6278	-4,3889	300
-1,1056	-4,9444	320
-1,6944	-5,6278	318
-2,7833	-6,9444	309
